Lab_Source,Adsorbent,Adsorbate,Surface area(m2/g),Adsorption capacity(mg/g),Initial Concentration(ppm),RE,Contact Time (min.),Dose(g/L),RPM,Initial pH,T(K),Ref.,Unnamed: 12,Adsorbate_norm,Adsorbent_Family,Site_Density,Cap_Load_Ratio,LogTime,Mixing_Index,Thermo_Capacity,Driving_Force,Acidity_Strength,ion_charge,ion_ionic_radius_A,ion_hydrated_radius_A,ion_known,ion_potential,hydration_ratio,Regime,Ref_group,Adsorbent_group,Adsorbate_group
,wheat straw pellets(WSP550),Ni2+,26.4,0.1238,7.33,99.04,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,18.00818553642453,0.01688949522279816,7.273092595999522,1454.6185191999043,101.8874,1.4659999997068,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1863,58.69,18.63,1440.0,5.0,200.0,5.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,3.578122337645628,0.0031743056738256213,7.273092595999522,1454.6185191999043,181.2699,11.7379999976524,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,wheat straw pellets(WSP700),Ni2+,23.2,0.1658,9.78,99.46,1440.0,5.0,200.0,5.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,11.86094069408375,0.016952965233440392,7.273092595999522,1454.6185191999043,161.3234,1.9559999996087998,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",wheat straw pellets(WSP700),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1034,58.69,10.34,1440.0,5.0,200.0,3.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,3.578122337645628,0.001761799284345514,7.273092595999522,1454.6185191999043,100.60820000000001,11.7379999976524,4.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,wheat straw pellets(WSP550),Ni2+,26.4,0.249,58.69,24.9,1440.0,5.0,200.0,7.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,2.249105469377252,0.004242630771779816,7.273092595999522,1454.6185191999043,204.927,11.7379999976524,0.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,wheat straw pellets(WSP550),Ni2+,26.4,0.1247,58.69,12.47,1440.0,5.0,200.0,3.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,2.249105469377252,0.0021247231214495707,7.273092595999522,1454.6185191999043,102.6281,11.7379999976524,4.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.2313,58.69,23.13,1440.0,5.0,200.0,8.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,3.578122337645628,0.0039410461747496845,7.273092595999522,1454.6185191999043,225.0549,11.7379999976524,1.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.091,6.52,81.9,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,15.414110427083726,0.013957055212583273,7.273092595999522,1454.6185191999043,74.893,1.3039999997392,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,wheat straw pellets(WSP700),Ni2+,23.2,0.3912,58.69,39.12,1440.0,5.0,200.0,5.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.9764866246042516,0.006665530754699855,7.273092595999522,1454.6185191999043,380.6376,11.7379999976524,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP700),Ni2+
,wheat straw pellets(WSP550),Ni2+,26.4,0.997,58.69,99.7,1440.0,5.0,200.0,9.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,2.249105469377252,0.016987561764917575,7.273092595999522,1454.6185191999043,820.531,11.7379999976524,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.0986,9.78,59.14,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,10.27607361858118,0.010081799589971185,7.273092595999522,1454.6185191999043,81.14779999999999,1.9559999996087998,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1638,14.67,65.52,1440.0,5.0,200.0,5.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,14.314928424382076,0.01116564417101802,7.273092595999522,1454.6185191999043,159.3774,2.9339999994131998,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.0997,5.86,99.7,1440.0,5.0,200.0,5.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,35.83617746828734,0.017013651874229752,7.273092595999522,1454.6185191999043,97.0081,1.1719999997656,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.1211,58.69,12.11,1440.0,5.0,200.0,4.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.7123871187304076,0.0020633838813756454,7.273092595999522,1454.6185191999043,99.6653,11.7379999976524,3.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.9983,58.69,99.83,1440.0,5.0,200.0,10.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.7123871187304076,0.01700971204605538,7.273092595999522,1454.6185191999043,821.6009,11.7379999976524,3.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1104,6.52,99.36,1440.0,5.0,200.0,5.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,32.20858895211525,0.0169325153348263,7.273092595999522,1454.6185191999043,107.4192,1.3039999997392,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,wheat straw pellets(WSP700),Ni2+,23.2,0.0931,58.69,9.31,1440.0,5.0,200.0,2.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.9764866246042516,0.001586300903022895,7.273092595999522,1454.6185191999043,90.58630000000001,11.7379999976524,5.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.9798,58.69,97.98,1440.0,5.0,200.0,9.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.7123871187304076,0.016694496506786602,7.273092595999522,1454.6185191999043,806.3754,11.7379999976524,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,wheat straw pellets(WSP550),Ni2+,26.4,0.1592,9.78,95.5,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,13.49693251395737,0.016278118607742524,7.273092595999522,1454.6185191999043,131.0216,1.9559999996087998,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,wheat straw pellets(WSP550),Ni2+,26.4,0.2673,58.69,26.73,1440.0,5.0,200.0,8.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,2.249105469377252,0.004554438575488934,7.273092595999522,1454.6185191999043,219.9879,11.7379999976524,1.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.0805,58.69,8.05,1440.0,5.0,200.0,3.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.7123871187304076,0.0013716135627641574,7.273092595999522,1454.6185191999043,66.25150000000001,11.7379999976524,4.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.1168,29.34,23.36,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,3.425357873093887,0.003980913428630508,7.273092595999522,1454.6185191999043,96.1264,5.8679999988263996,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,wheat straw pellets(WSP700),Ni2+,23.2,0.3887,58.69,38.87,1440.0,5.0,200.0,7.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.9764866246042516,0.006622934060204074,7.273092595999522,1454.6185191999043,378.2051,11.7379999976524,0.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP700),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.9983,58.69,99.83,1440.0,5.0,200.0,9.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,3.578122337645628,0.01700971204605538,7.273092595999522,1454.6185191999043,971.3458999999999,11.7379999976524,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,wheat straw pellets(WSP700),Ni2+,23.2,0.3876,58.69,38.76,1440.0,5.0,200.0,4.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.9764866246042516,0.00660419151462593,7.273092595999522,1454.6185191999043,377.1348,11.7379999976524,3.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.0964,8.38,67.45,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,11.992840094034266,0.01150357995089456,7.273092595999522,1454.6185191999043,79.3372,1.6759999996648,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1716,19.56,51.48,1440.0,5.0,200.0,5.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,10.73619631846952,0.008773006134520808,7.273092595999522,1454.6185191999043,166.9668,3.9119999992175996,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.1016,11.73,50.8,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,8.567774935330965,0.008661551576414189,7.273092595999522,1454.6185191999043,83.6168,2.3459999995308,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,wheat straw pellets(WSP700),Ni2+,23.2,0.248,58.69,24.8,1440.0,5.0,200.0,3.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.9764866246042516,0.004225592093981503,7.273092595999522,1454.6185191999043,241.304,11.7379999976524,4.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.105,14.67,42.0,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,6.85071574595428,0.007157464212191039,7.273092595999522,1454.6185191999043,86.41499999999999,2.9339999994131998,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,wheat straw pellets(WSP550),Ni2+,26.4,0.2366,58.69,23.66,1440.0,5.0,200.0,4.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,2.249105469377252,0.004031351167080741,7.273092595999522,1454.6185191999043,194.7218,11.7379999976524,3.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1972,58.69,19.72,1440.0,5.0,200.0,7.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,3.578122337645628,0.0033600272618272272,7.273092595999522,1454.6185191999043,191.8756,11.7379999976524,0.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.094,7.33,75.2,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,13.710777624323223,0.012824010912302317,7.273092595999522,1454.6185191999043,77.362,1.4659999997068,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,wheat straw pellets(WSP700),Ni2+,23.2,0.3953,58.69,39.53,1440.0,5.0,200.0,8.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.9764866246042516,0.006735389333672936,7.273092595999522,1454.6185191999043,384.6269,11.7379999976524,1.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP700),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1375,8.38,96.22,1440.0,5.0,200.0,5.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,25.0596658681313,0.016408114556514544,7.273092595999522,1454.6185191999043,133.78750000000002,1.6759999996648,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1972,58.69,19.72,1440.0,5.0,200.0,6.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,3.578122337645628,0.0033600272618272272,7.273092595999522,1454.6185191999043,191.8756,11.7379999976524,1.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,wheat straw pellets(WSP550),Ni2+,26.4,0.2164,29.34,43.28,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,4.498977504959135,0.007375596455099673,7.273092595999522,1454.6185191999043,178.09720000000002,5.8679999988263996,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,wheat straw pellets(WSP550),Ni2+,26.4,0.2528,58.69,25.28,1440.0,5.0,200.0,6.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,2.249105469377252,0.004307377747413404,7.273092595999522,1454.6185191999043,208.05440000000002,11.7379999976524,1.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1582,11.73,79.1,1440.0,5.0,200.0,5.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,17.902813297706494,0.01348678601760556,7.273092595999522,1454.6185191999043,153.92860000000002,2.3459999995308,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.1577,58.69,15.77,1440.0,5.0,200.0,8.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.7123871187304076,0.0026869994887938837,7.273092595999522,1454.6185191999043,129.7871,11.7379999976524,1.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1835,58.69,18.35,1440.0,5.0,200.0,4.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,3.578122337645628,0.003126597375990346,7.273092595999522,1454.6185191999043,178.5455,11.7379999976524,3.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.1089,19.56,32.67,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,5.13803680955327,0.005567484662292051,7.273092595999522,1454.6185191999043,89.6247,3.9119999992175996,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,wheat straw pellets(WSP700),Ni2+,23.2,1.0,58.69,100.0,1440.0,5.0,200.0,10.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.9764866246042516,0.017038677798312512,7.273092595999522,1454.6185191999043,973.0,11.7379999976524,3.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP700),Ni2+
,Rice husk(RH700),Ni2+,42.0,0.1484,9.78,89.02,1440.0,5.0,200.0,5.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,21.47239263584127,0.01517382412932783,7.273092595999522,1454.6185191999043,144.3932,1.9559999996087998,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Shen et al., 2017b)",Rice husk(RH700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.0603,58.69,6.03,1440.0,5.0,200.0,2.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.7123871187304076,0.0010274322712382445,7.273092595999522,1454.6185191999043,49.6269,11.7379999976524,5.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
,wheat straw pellets(WSP550),Ni2+,26.4,0.2385,58.69,23.85,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,2.249105469377252,0.004063724654897534,7.273092595999522,1454.6185191999043,196.28549999999998,11.7379999976524,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP550),Ni2+
,wheat straw pellets(WSP700),Ni2+,23.2,0.3889,58.69,38.89,1440.0,5.0,200.0,6.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.9764866246042516,0.006626341795763737,7.273092595999522,1454.6185191999043,378.3997,11.7379999976524,1.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP700),Ni2+
,wheat straw pellets(WSP700),Ni2+,23.2,0.9985,58.69,99.85,1440.0,5.0,200.0,9.0,973.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.9764866246042516,0.017013119781615047,7.273092595999522,1454.6185191999043,971.5405000000001,11.7379999976524,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"(Shen et al., 2017b)",wheat straw pellets(WSP700),Ni2+
,Rice husk(RH550),Ni2+,20.1,0.1242,58.69,12.42,1440.0,5.0,200.0,5.0,823.0,"(Shen et al., 2017b)",https://link.springer.com/article/10.1007/s11356-017-8847-2?utm_source=getftr&utm_medium=getftr&utm_campaign=getftr_pilot&getft_integrator=scopus,Ni2+,biomass,1.7123871187304076,0.0021162037825504143,7.273092595999522,1454.6185191999043,102.2166,11.7379999976524,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Shen et al., 2017b)",Rice husk(RH550),Ni2+
